type,side,qty,symbol,price,remark,2023-08-16T11:24:32.067418
type,side,qty,symbol,price,remark,2023-08-16T11:28:09.556434
type,side,qty,symbol,price,remark,2023-08-16T11:28:46.022326
type,side,qty,symbol,price,remark,2023-08-16T11:28:54.812734
type,side,qty,symbol,price,remark,2023-08-16T11:32:49.048858
type,side,qty,symbol,price,remark,2023-08-16T11:45:20.008471
type,side,qty,symbol,price,remark,2023-08-16T11:47:00.841528
type,side,qty,symbol,price,remark,2023-08-16T11:47:56.910555
type,side,qty,symbol,price,remark,2023-08-16T11:49:32.147782
type,side,qty,symbol,price,remark,2023-08-16T11:49:58.647439
type,side,qty,symbol,price,remark,2023-08-16T11:50:57.157039
type,side,qty,symbol,price,remark,2023-08-16T11:51:33.071520
type,side,qty,symbol,price,remark,2023-08-16T11:52:05.174831
type,side,qty,symbol,price,remark,2023-08-16T11:53:22.228089
type,side,qty,symbol,price,remark,2023-08-16T11:56:22.725228
type,side,qty,symbol,price,remark,2023-08-16T11:59:32.428935
type,side,qty,symbol,price,remark,2023-08-16T12:01:01.616147
type,side,qty,symbol,price,remark,2023-08-16T12:02:23.174424
type,side,qty,symbol,price,remark,2023-08-16T12:03:18.027021
type,side,qty,symbol,price,remark,2023-08-16T12:03:43.575503
type,side,qty,symbol,price,remark,2023-08-16T12:05:38.814348
type,side,qty,symbol,price,remark,2023-08-16T12:07:29.024224
type,side,qty,symbol,price,remark,2023-08-16T12:08:20.056023
